"Container ID","VM ID","Function ID","Start Time","Finish Time","Finished Request Count"
"774","6","17","987.14","1215.17","2"
"775","7","11","991.31","1002.31","1"
"776","8","19","992.69","1007.29","1"
"777","9","17","992.86","1380.2","12"
"778","10","1","994.16","1006.62","1"
"779","11","16","995.29","1095.15","7"
"780","12","9","999.65","1204.48","49"
"781","13","9","999.85","1198.6","50"
"782","14","9","999.86","1195.08","38"
"783","15","9","999.95","1034.38","4"
"784","16","9","1000.33","1011.38","1"
"785","17","22","1001.6","1017.24","2"
"786","18","16","1003.15","1014.79","1"
"787","19","17","1003.72","1249.88","3"
"788","20","3","1004.42","1014.94","1"
"789","21","11","1005.99","1020.34","1"
"790","22","17","1008.27","1042.82","6"
"791","23","1","1011.31","1021.72","1"
"792","24","10","1011.42","1022.87","1"
"793","25","23","1013.26","1023.92","1"
"794","26","8","1013.53","1029.5","2"
"795","27","22","1020.93","1034.11","1"
"796","28","16","1023.71","1070.13","7"
"797","29","17","1023.87","1284.12","6"
"798","30","9","1025.63","1036.3","1"
"799","31","9","1025.75","1036.61","1"
"800","32","1","1026.46","1037.8","1"
"801","1","1","1028.4","1083.55","5"
"802","2","10","1029.56","1222.81","24"
"803","3","10","1030.33","1064.81","3"
"804","4","19","1030.42","1048.38","1"
"805","5","3","1034.68","1044.87","1"
"806","6","10","1039.5","1058.22","3"
"807","7","9","1040.63","1330.44","68"
"808","8","23","1041.3","1285.21","37"
"809","9","23","1042.53","1228.76","11"
"810","10","23","1042.65","1151.07","4"
"811","11","9","1042.99","1211.56","62"
"812","12","9","1042.99","1197.9","51"
"813","13","9","1043.18","1146.68","21"
"814","14","9","1043.4","1062.07","3"
"815","15","9","1043.46","1110.94","12"
"816","16","11","1043.65","1073.83","4"
"817","17","9","1043.72","1062.53","2"
"818","18","9","1044.15","1062.28","2"
"819","19","9","1044.24","1055.24","1"
"820","20","9","1044.35","1055.12","1"
"821","21","9","1044.77","1055.63","1"
"822","22","9","1044.82","1055.56","1"
"823","23","8","1045.49","1056.32","1"
"824","24","17","1045.94","1056.94","1"
"825","25","10","1046.23","1057.68","1"
"826","26","10","1046.24","1057.46","1"
"827","27","23","1046.34","1158.31","7"
"828","28","23","1046.38","1103","4"
"829","29","10","1046.45","1058.19","1"
"830","30","11","1046.88","1057.24","1"
"831","31","23","1048.5","1100.27","1"
"832","32","22","1048.82","1070.27","1"
"833","1","10","1048.83","2267.84","94"
"834","2","10","1049.2","1060.65","1"
"835","3","10","1049.36","1061.1","1"
"836","4","2","1049.43","1061.56","1"
"837","5","23","1050.74","1523.89","33"
"838","6","23","1051.19","1412.02","32"
"839","7","23","1051.28","1290.76","26"
"840","8","23","1051.98","1065.79","2"
"841","9","22","1058.89","1096.11","3"
"842","10","21","1060.35","1070.54","1"
"843","11","1","1061.04","1084.83","4"
"844","12","1","1061.18","1077.18","1"
"845","13","1","1061.48","1071.9","1"
"846","14","17","1063.22","1310","6"
"847","15","9","1065.85","1147.24","9"
"848","16","9","1066.18","1130.67","7"
"849","17","9","1066.2","1110.95","6"
"850","18","10","1068.41","1162.35","15"
"851","19","10","1068.47","1115.22","10"
"852","20","10","1070.02","1092.32","2"
"853","21","23","1070.89","1134.98","11"
"854","22","8","1071.81","1087.32","1"
"855","23","13","1073.4","1085.31","1"
"856","24","17","1073.61","1195.26","2"
"857","25","8","1074.79","1085.59","1"
"858","26","23","1075.22","1131.37","4"
"859","27","16","1075.44","1085.66","1"
"860","28","23","1076.71","1105.89","1"
"861","29","9","1076.73","1131.07","6"
"862","30","9","1076.92","1087.59","1"
"863","31","9","1077","1087.86","1"
"864","32","13","1077.19","1090.81","1"
"865","1","16","1077.22","1093.15","2"
"866","2","23","1077.49","2314.51","93"
"867","3","19","1079.49","1094.66","1"
"868","4","22","1079.88","1098.3","2"
"869","5","22","1081.92","1092.38","1"
"870","6","22","1081.95","1092.06","1"
"871","7","17","1084.55","1221.35","3"
"872","8","17","1084.56","1095.02","1"
"873","9","11","1084.93","1114.47","5"
"874","10","3","1086.44","1103.51","2"
"875","11","1","1088.72","1150.11","8"
"876","12","1","1091.67","1102.14","1"
"877","13","1","1092.5","1104.96","1"
"878","14","9","1097.05","1110.68","2"
"879","15","9","1097.05","1110.82","2"
"880","16","9","1097.17","1131.6","5"
"881","17","10","1099.26","1215.94","19"
"882","18","10","1099.44","1163.23","8"
"883","19","11","1102","1112.83","1"
"884","20","9","1102.21","1131.13","5"
"885","21","11","1102.31","1112.67","1"
"886","22","10","1102.34","1113.56","1"
"887","23","10","1102.87","1124.75","1"
"888","24","22","1104.01","1131.25","4"
"889","25","17","1107.12","1230.53","3"
"890","26","17","1107.54","1221.04","1"
"891","27","17","1109.42","1122.16","1"
"892","28","23","1110.6","1121.6","1"
"893","29","23","1111.14","1276.87","8"
"894","30","16","1112.58","1124.21","1"
"895","31","2","1113.76","1158.48","2"
"896","32","7","1114.94","1125.94","1"
"897","1","9","1115.1","2270.1","145"
"898","2","9","1115.8","2282.77","344"
"899","3","9","1115.81","2281.79","288"
"900","4","9","1115.84","1336.48","60"
"901","5","7","1116.75","1128.15","1"
"902","6","8","1120.2","1142.71","2"
"903","7","19","1122.52","1137.69","1"
"904","8","19","1124.33","1138.93","1"
"905","9","3","1127.93","1138.45","1"
"906","10","16","1129.68","1141.32","1"
"907","11","17","1129.99","1246.82","3"
"908","12","1","1131.82","1148.4","3"
"909","13","1","1132.62","1143.96","1"
"910","14","16","1132.68","1195.19","9"
"911","15","18","1133.1","1151.35","2"
"912","16","11","1133.33","1144.73","1"
"913","17","17","1133.46","1144.11","1"
"914","18","17","1135.63","1146.63","1"
"915","19","13","1137.05","1148.27","1"
"916","20","10","1138.77","1172.09","3"
"917","21","10","1139.76","1151.62","1"
"918","22","16","1143.97","1162.32","4"
"919","23","22","1145.39","1171.23","3"
"920","24","5","1145.64","1156.62","1"
"921","25","11","1148.97","1162.3","2"
"922","26","19","1149.56","1164.73","1"
"923","27","9","1149.75","1185.45","6"
"924","28","9","1150.13","1185.48","4"
"925","29","9","1150.21","1186.64","6"
"926","30","9","1150.47","1166.07","2"
"927","31","9","1150.97","1161.74","1"
"928","32","19","1151.36","1169.32","1"
"929","1","9","1151.86","2298.42","155"
"930","2","21","1152.07","1166.39","2"
"931","3","1","1152.21","1211.42","9"
"932","4","19","1155.29","1188.45","3"
"933","5","1","1157.48","1173.48","1"
"934","6","1","1159.07","1169.49","1"
"935","7","22","1161.03","1171.14","1"
"936","8","13","1162.48","1176.1","1"
"937","9","17","1163.04","1173.69","1"
"938","10","11","1164.77","1188.12","2"
"939","11","11","1165.55","1179.9","1"
"940","12","23","1169.99","1272.17","6"
"941","13","9","1172.46","1198.86","3"
"942","14","9","1172.49","1196.01","1"
"943","15","9","1172.61","1186.03","2"
"944","16","9","1172.62","1198.1","2"
"945","17","9","1172.68","1185.46","2"
"946","18","7","1175.6","1187","1"
"947","19","17","1176.29","1197.74","3"
"948","20","23","1176.73","1232.43","7"
"949","21","9","1176.86","1187.72","1"
"950","22","8","1176.95","1207.17","3"
"951","23","9","1177.3","1188.3","1"
"952","24","22","1178.18","1194.39","2"
"953","25","1","1179.19","1189.6","1"
"954","26","10","1180.03","1199.48","2"
"955","27","10","1180.3","1192.45","1"
"956","28","17","1183.26","1306.75","1"
"957","29","3","1183.53","1205.32","2"
"958","30","8","1184.91","1200.42","1"
"959","31","15","1185.76","1201.07","1"
"960","32","8","1187.02","1199.07","1"
"961","1","11","1191.2","1201.99","1"
"962","2","2","1199.01","1209.57","1"
"963","3","13","1200.71","1211.93","1"
"964","4","22","1204.33","1241.36","2"
"965","5","10","1204.54","1513.34","36"
"966","6","10","1205.62","1219.37","2"
"967","7","23","1205.85","1354.35","13"
"968","8","10","1206.12","1218.27","1"
"969","9","23","1207.24","1228.75","2"
"970","10","23","1207.66","1217.91","1"
"971","11","16","1208.01","1244.94","3"
"972","12","19","1210.65","1236.68","2"
"973","13","9","1215.23","1262.84","5"
"974","14","11","1218.06","1228.17","1"
"975","15","1","1221.03","1240.82","2"
"976","16","9","1221.3","1232.3","1"
"977","17","9","1221.57","1232.43","1"
"978","18","21","1223.48","1234.14","1"
"979","19","16","1224.26","1234.42","1"
"980","20","8","1226.68","1252.76","4"
"981","21","1","1227.17","1237.64","1"
"982","22","15","1228.1","1238.26","1"
"983","23","22","1230.76","1241.22","1"
"984","24","10","1231.25","1243.4","1"
"985","25","3","1238.07","1248.59","1"
"986","26","9","1240.38","1261.58","5"
"987","27","9","1240.42","1262.14","4"
"988","28","9","1240.65","1258.63","3"
"989","29","9","1240.66","1258.16","3"
"990","30","21","1240.97","1251.16","1"
"991","31","9","1241.33","1258.04","3"
"992","32","9","1241.43","1252.48","1"
"993","1","9","1241.56","2269","140"
"994","2","9","1241.64","2266.44","252"
"995","3","10","1246.73","1385.96","18"
"996","4","1","1249.05","1296.56","6"
"997","5","16","1249.07","1259.23","1"
"998","6","10","1250.54","1261.76","1"
"999","7","23","1251.6","1284.44","2"
"1000","8","10","1252.74","1272.39","1"
"1001","9","22","1260.34","1283.66","2"
"1002","10","16","1262.97","1300.87","3"
"1003","11","8","1263","1273.91","1"
"1004","12","22","1263.04","1273.5","1"
"1005","13","16","1265.08","1300.4","3"
"1006","14","19","1265.56","1280.16","1"
"1007","15","17","1273.3","1288.26","2"
"1008","16","9","1274.53","1300.24","8"
"1009","17","9","1274.83","1298.35","1"
"1010","18","17","1275.42","1286.07","1"
"1011","19","9","1276.43","1296.1","5"
"1012","20","9","1276.49","1293.63","2"
"1013","21","9","1277.05","1327.33","5"
"1014","22","7","1277.55","1288.55","1"
"1015","23","9","1277.71","1288.76","1"
"1016","24","9","1277.78","1318.3","6"
"1017","25","10","1278.74","1290.19","1"
"1018","26","10","1278.79","1308.32","3"
"1019","27","1","1278.9","1289.32","1"
"1020","28","9","1279.35","1290.35","1"
"1021","29","9","1279.55","1290.29","1"
"1022","30","10","1279.74","1330.42","3"
"1023","31","1","1280.65","1292.76","1"
"1024","32","19","1284.79","1299.96","1"
"1025","1","8","1287.09","1302.2","1"
"1026","2","8","1292.87","1303.67","1"
"1027","3","22","1294.83","1304.9","1"
"1028","4","3","1300.29","1321.27","2"
"1029","5","3","1301.42","1311.61","1"
"1030","6","23","1302.13","1362.56","11"
"1031","7","23","1302.63","1313.63","1"
"1032","8","1","1303.03","1349.82","7"
"1033","9","23","1303.21","1313.87","1"
"1034","10","23","1303.52","1315.09","1"
"1035","11","1","1304.37","1335.31","3"
"1036","12","16","1304.98","1315.2","1"
"1037","13","9","1306.25","1329.93","7"
"1038","14","9","1306.76","1323.86","5"
"1039","15","9","1307.23","1324.03","4"
"1040","16","9","1308.09","1320.49","2"
"1041","17","9","1309.65","1333.17","1"
"1042","18","9","1309.78","1321.25","1"
"1043","19","9","1309.8","1320.85","1"
"1044","20","9","1309.91","1320.91","1"
"1045","21","9","1310.04","1320.78","1"
"1046","22","12","1311.25","1323.11","1"
"1047","23","1","1312","1322.42","1"
"1048","24","7","1314.93","1326.33","1"
"1049","25","18","1316.3","1327.3","1"
"1050","26","19","1319.57","1329.62","1"
"1051","27","23","1321","1351.67","5"
"1052","28","22","1321.67","1334.85","1"
"1053","29","16","1322.11","1347.97","3"
"1054","30","17","1322.53","1443.68","3"
"1055","31","3","1327.14","1337.33","1"
"1056","32","8","1328.36","1368.24","5"
"1057","1","11","1331.76","1344.84","2"
"1058","2","11","1334.26","1345.66","1"
"1059","3","23","1334.33","1637.45","31"
"1060","4","17","1337.5","1924.95","14"
"1061","5","21","1337.98","1348.98","1"
"1062","6","9","1339.32","1438.94","35"
"1063","7","9","1339.39","1376.79","6"
"1064","8","9","1339.45","1376.95","12"
"1065","9","9","1339.56","1438.41","22"
"1066","10","9","1339.94","1438.7","12"
"1067","11","9","1340.07","1374.27","3"
"1068","12","9","1340.9","1369.06","2"
"1069","13","9","1340.93","1369.38","2"
"1070","14","10","1341.37","1369.56","4"
"1071","15","17","1341.4","1467.51","2"
"1072","16","3","1342.7","1364.5","2"
"1073","17","3","1342.79","1353.31","1"
"1074","18","23","1343.57","1354.57","1"
"1075","19","10","1344.4","1370.87","4"
"1076","20","10","1344.41","1358.05","2"
"1077","21","10","1344.51","1371.22","2"
"1078","22","10","1345.54","1365.19","1"
"1079","23","10","1345.81","1365.46","1"
"1080","24","10","1345.9","1359.46","2"
"1081","25","10","1347.57","1359.72","1"
"1082","26","17","1349.32","1367.67","2"
"1083","27","17","1350.65","1361.11","1"
"1084","28","11","1350.95","1384.58","4"
"1085","29","17","1351.65","1362.1","1"
"1086","30","16","1352.25","1373.68","2"
"1087","31","11","1353.01","1363.37","1"
"1088","32","18","1353.56","1364.56","1"
"1089","1","22","1355.18","1366.22","1"
"1090","2","1","1357.84","1404.31","6"
"1091","3","9","1358.57","1438.09","29"
"1092","4","21","1362.49","1374.81","1"
"1093","5","22","1368.22","1419.81","4"
"1094","6","1","1370.45","1409.03","4"
"1095","7","17","1372.05","1382.51","1"
"1096","8","16","1376.52","1386.74","1"
"1097","9","11","1376.56","1398.67","3"
"1098","10","8","1377.69","1388.6","1"
"1099","11","23","1379","1417.67","4"
"1100","12","23","1379.62","1389.87","1"
"1101","13","22","1379.87","1390.87","1"
"1102","14","9","1383.17","1434.79","8"
"1103","15","10","1388.57","1512.27","17"
"1104","16","10","1388.74","1461.37","7"
"1105","17","10","1389.08","1432.08","3"
"1106","18","19","1390.82","1434.5","4"
"1107","19","10","1391.76","1432.26","3"
"1108","20","16","1392.08","1416.93","1"
"1109","21","1","1392.18","1408.18","1"
"1110","22","17","1394.99","1521.71","4"
"1111","23","23","1395.68","1405.97","1"
"1112","24","17","1396.2","1520.72","3"
"1113","25","2","1396.84","1407.4","1"
"1114","26","17","1396.84","1533.56","3"
"1115","27","8","1398.08","1410.13","1"
"1116","28","2","1399.04","1409.85","1"
"1117","29","21","1401.86","1413.09","1"
"1118","30","11","1403.02","1413.38","1"
"1119","31","10","1403.24","1414.98","1"
"1120","32","10","1403.92","1415.14","1"
"1121","1","16","1404.07","1414.53","1"
"1122","2","16","1405.39","1417.02","1"
"1123","3","3","1405.42","1420.77","1"
"1124","4","16","1406.45","1437.07","2"
"1125","5","1","1414.35","1444.72","5"
"1126","6","1","1417.22","1443.92","3"
"1127","7","21","1419.85","1430.85","1"
"1128","8","23","1423.22","1714.87","25"
"1129","9","23","1423.25","1519.04","3"
"1130","10","13","1423.58","1433.86","1"
"1131","11","22","1425.54","1454.26","2"
"1132","12","9","1425.82","1436.87","1"
"1133","13","23","1427.05","1463.03","6"
"1134","14","23","1427.78","1461.19","7"
"1135","15","23","1429.63","1461","3"
"1136","16","23","1429.69","1440.35","1"
"1137","17","17","1433.97","1449.43","2"
"1138","18","10","1435.08","1468.76","2"
"1139","19","10","1435.85","1462.07","2"
"1140","20","13","1437.73","1448.95","1"
"1141","21","11","1438.45","1452.29","1"
"1142","22","9","1442.81","1453.48","1"
"1143","23","9","1442.98","1453.65","1"
"1144","24","9","1443.08","1454.55","1"
"1145","25","19","1443.13","1464","2"
"1146","26","9","1444.29","1455.34","1"
"1147","27","9","1444.37","1455.42","1"
"1148","28","9","1445.06","1487.26","5"
"1149","29","9","1445.24","1456.29","1"
"1150","30","10","1446.24","1465.89","1"
"1151","31","10","1446.78","1458.28","1"
"1152","32","1","1447.49","1504.82","8"
"1153","1","17","1454.18","1479.48","3"
"1154","2","21","1455.11","1465.3","1"
"1155","3","3","1456.48","1471.83","1"
"1156","4","16","1456.9","1478.56","4"
"1157","5","11","1456.9","1467.73","1"
"1158","6","17","1457.62","1468.07","1"
"1159","7","9","1458.35","1502.97","12"
"1160","8","9","1460.77","1502.34","7"
"1161","9","9","1461.97","1502.51","10"
"1162","10","4","1462.5","1473.54","1"
"1163","11","9","1462.75","1497.91","3"
"1164","12","9","1464.93","1498.12","2"
"1165","13","9","1466.03","1485.78","2"
"1166","14","9","1466.89","1498.58","2"
"1167","15","9","1467.22","1498.29","2"
"1168","16","10","1471.38","1525.29","5"
"1169","17","22","1472.56","1494.01","1"
"1170","18","10","1472.73","1494.53","2"
"1171","19","18","1477.96","1488.14","1"
"1172","20","13","1479.98","1493.6","1"
"1173","21","19","1482.01","1510.17","2"
"1174","22","10","1485.73","1497.18","1"
"1175","23","17","1485.73","1627.59","5"
"1176","24","10","1485.93","1497.79","1"
"1177","25","8","1486.1","1500.4","2"
"1178","26","17","1486.57","1499.31","1"
"1179","27","8","1492.29","1503.2","1"
"1180","28","23","1492.55","1510.38","2"
"1181","29","2","1492.75","1503.31","1"
"1182","30","16","1494.21","1507.36","2"
"1183","31","1","1496.66","1525.15","5"
"1184","32","3","1498.84","1514.19","1"
"1185","1","23","1502.04","2328.49","38"
"1186","2","22","1503.68","1514.14","1"
"1187","3","9","1505.24","2267.73","188"
"1188","4","7","1505.5","1516.5","1"
"1189","5","21","1510.09","1522.41","1"
"1190","6","21","1510.24","1522.56","1"
"1191","7","17","1512.65","1537.07","3"
"1192","8","9","1515.3","1543.56","4"
"1193","9","9","1515.34","1582.99","9"
"1194","10","9","1515.71","1555.52","2"
"1195","11","10","1515.8","1594.46","10"
"1196","12","10","1516.75","1528.2","1"
"1197","13","16","1517.12","1574.82","5"
"1198","14","9","1518.13","1542.91","7"
"1199","15","9","1519.04","1544.32","2"
"1200","16","9","1521.72","1543.21","5"
"1201","17","9","1521.73","1545.25","1"
"1202","18","9","1521.8","1537.55","3"
"1203","19","9","1521.9","1534.42","2"
"1204","20","9","1521.93","1532.98","1"
"1205","21","16","1522.28","1547.13","1"
"1206","22","8","1522.28","1537.79","1"
"1207","23","22","1522.67","1554.22","2"
"1208","24","9","1522.97","1534.44","1"
"1209","25","9","1523.14","1533.81","1"
"1210","26","9","1523.18","1534.04","1"
"1211","27","3","1526.6","1541.95","1"
"1212","28","16","1527.57","1538.57","1"
"1213","29","8","1527.64","1543.15","1"
"1214","30","19","1528.3","1546.26","1"
"1215","31","3","1530.41","1541.41","1"
"1216","32","10","1532.42","1544.57","1"
"1217","1","10","1532.46","2269.13","51"
"1218","2","10","1532.7","2284.23","86"
"1219","3","10","1533.02","2041.66","75"
"1220","4","23","1533.73","1892.61","41"
"1221","5","23","1535.71","1638.95","7"
"1222","6","10","1536.16","1591.06","7"
"1223","7","23","1538.88","1628.21","9"
"1224","8","21","1538.91","1549.76","1"
"1225","9","23","1539.11","1568.29","1"
"1226","10","23","1547.08","1621.41","4"
"1227","11","18","1547.49","1559.25","1"
"1228","12","18","1548.38","1560.14","1"
"1229","13","3","1548.42","1558.94","1"
"1230","14","11","1549.65","1561.05","1"
"1231","15","1","1550.14","1576.93","3"
"1232","16","10","1550.91","1591.48","4"
"1233","17","1","1550.91","1567.01","2"
"1234","18","1","1551.69","1562.1","1"
"1235","19","23","1551.9","1582.19","2"
"1236","20","23","1552.93","1616.66","5"
"1237","21","23","1553.58","1605.35","1"
"1238","22","23","1556.16","1567.71","2"
"1239","23","23","1557.4","1568.06","1"
"1240","24","17","1557.63","1601.47","6"
"1241","25","9","1558.05","1583.04","2"
"1242","26","9","1558.1","1599.97","6"
"1243","27","9","1558.21","1582.55","2"
"1244","28","23","1558.41","1569.41","1"
"1245","29","23","1558.57","1569.57","1"
"1246","30","23","1558.8","1570.37","1"
"1247","31","9","1558.87","1570.34","1"
"1248","32","9","1559.65","1570.39","1"
"1249","1","10","1561.38","2267.47","42"
"1250","2","9","1561.72","2273.63","124"
"1251","3","9","1561.72","2267.04","162"
"1252","4","8","1562.2","1577.71","1"
"1253","5","16","1564.63","1607.74","6"
"1254","6","8","1564.65","1580.16","1"
"1255","7","11","1571.6","1582.43","1"
"1256","8","13","1574.18","1585.4","1"
"1257","9","10","1576.86","1591.08","2"
"1258","10","10","1578.56","1590.71","1"
"1259","11","21","1579.26","1590.26","1"
"1260","12","19","1579.56","1604.45","2"
"1261","13","18","1581.06","1595.06","1"
"1262","14","17","1581.57","1600.83","2"
"1263","15","14","1581.97","1595.86","1"
"1264","16","10","1582.5","1604.38","1"
"1265","17","22","1582.9","1616.86","2"
"1266","18","1","1583.79","1612.21","4"
"1267","19","23","1586.31","1626.7","3"
"1268","20","1","1586.97","1615.19","3"
"1269","21","9","1588.98","1625.77","4"
"1270","22","9","1589.32","1624.53","3"
"1271","23","8","1595.2","1615.41","2"
"1272","24","13","1600.93","1612.38","1"
"1273","25","9","1606.53","1637.17","5"
"1274","26","9","1606.6","1632.69","2"
"1275","27","9","1606.61","1624.88","4"
"1276","28","10","1607","1618.45","1"
"1277","29","23","1607.89","1618.2","1"
"1278","30","23","1608.09","1618.38","1"
"1279","31","23","1608.27","1637.45","1"
"1280","32","17","1608.69","1829.63","2"
"1281","1","9","1609.13","2273.01","59"
"1282","2","3","1609.92","1620.95","1"
"1283","3","9","1611.26","1649.38","6"
"1284","4","3","1611.42","1622.76","1"
"1285","5","9","1611.77","1636.9","2"
"1286","6","17","1612.56","1623.01","1"
"1287","7","17","1613.57","1624.02","1"
"1288","8","17","1614.81","1625.27","1"
"1289","9","9","1615.61","1635.79","5"
"1290","10","9","1616.35","1635.16","4"
"1291","11","13","1616.81","1628.16","1"
"1292","12","1","1619.87","1680.84","12"
"1293","13","8","1620.39","1638.49","2"
"1294","14","16","1621.01","1673.68","8"
"1295","15","10","1621.61","1632.83","1"
"1296","16","19","1622.61","1632.66","1"
"1297","17","10","1623.47","1674.82","6"
"1298","18","22","1624.24","1635.24","1"
"1299","19","17","1636.37","1754.24","2"
"1300","20","17","1636.69","1647.15","1"
"1301","21","11","1638.09","1655.85","2"
"1302","22","1","1638.35","1659.12","2"
"1303","23","19","1639.27","1654.44","1"
"1304","24","10","1640.93","1675.59","5"
"1305","25","10","1641.69","1675.68","5"
"1306","26","10","1641.84","1653.29","1"
"1307","27","10","1641.91","1653.77","1"
"1308","28","3","1642.49","1653.01","1"
"1309","29","10","1643.04","1675.79","3"
"1310","30","5","1643.53","1656.19","1"
"1311","31","23","1652.05","1705.98","2"
"1312","32","17","1654.27","1782.45","2"
"1313","1","9","1655.8","2268.97","70"
"1314","2","9","1655.89","2266.26","107"
"1315","3","10","1655.91","1674.34","2"
"1316","4","9","1656.19","1711.73","9"
"1317","5","23","1656.53","1672.31","4"
"1318","6","9","1656.53","1671.98","2"
"1319","7","23","1657.27","1672.47","2"
"1320","8","19","1658.34","1672.94","1"
"1321","9","23","1658.43","1669.09","1"
"1322","10","23","1659.24","1670.24","1"
"1323","11","21","1659.63","1670.48","1"
"1324","12","13","1664.74","1675.96","1"
"1325","13","8","1666.2","1677.2","1"
"1326","14","1","1666.34","1677.68","1"
"1327","15","17","1667.45","1689.25","3"
"1328","16","3","1667.74","1707.51","4"
"1329","17","2","1669.33","1718.42","2"
"1330","18","22","1669.99","1691.44","1"
"1331","19","17","1671.56","1682.56","1"
"1332","20","22","1672.15","1691.48","3"
"1333","21","16","1679.9","1719.4","4"
"1334","22","16","1680.2","1690.36","1"
"1335","23","19","1680.35","1694.95","1"
"1336","24","3","1682.97","1693.97","1"
"1337","25","1","1683.96","1740.41","6"
"1338","26","1","1683.97","1730.61","5"
"1339","27","9","1684.3","1703.27","6"
"1340","28","2","1684.46","1694.98","1"
"1341","29","1","1684.74","1695.16","1"
"1342","30","10","1684.82","1696.32","1"
"1343","31","23","1685.2","1790.63","7"
"1344","32","1","1685.95","1701.95","1"
"1345","1","23","1686.31","2268.04","31"
"1346","2","23","1686.37","2311.14","32"
"1347","3","23","1686.45","1715.63","1"
"1348","4","9","1687.06","1712.63","3"
"1349","5","9","1687.08","1710.6","1"
"1350","6","9","1687.21","1713.89","3"
"1351","7","10","1687.34","1767.64","7"
"1352","8","10","1687.59","1734.27","4"
"1353","9","9","1688.25","1735.14","11"
"1354","10","7","1689.45","1700.85","1"
"1355","11","9","1689.82","1718.54","4"
"1356","12","9","1691.65","1715.17","1"
"1357","13","9","1691.81","1720.57","3"
"1358","14","9","1692.73","1711.73","3"
"1359","15","17","1692.79","2182.25","12"
"1360","16","17","1692.8","1959.81","8"
"1361","17","9","1692.82","1716.34","1"
"1362","18","23","1693.86","1709.86","3"
"1363","19","4","1695.04","1706.08","1"
"1364","20","8","1697.11","1708.11","1"
"1365","21","19","1699.01","1740.52","3"
"1366","22","11","1699.84","1725.71","2"
"1367","23","22","1706.43","1744.64","3"
"1368","24","10","1712.56","1727.56","2"
"1369","25","8","1716.17","1731.33","2"
"1370","26","8","1718.23","1729.03","1"
"1371","27","17","1719.36","1731.02","2"
"1372","28","17","1720.19","1980.52","5"
"1373","29","22","1722.06","1743.51","1"
"1374","30","16","1722.98","1752.65","2"
"1375","31","23","1723.31","1769.05","7"
"1376","32","23","1723.33","1781.7","4"
"1377","1","2","1725.87","1742.38","1"
"1378","2","9","1726.2","2278.48","115"
"1379","3","22","1726.25","1742.24","2"
"1380","4","9","1726.35","1817.18","19"
"1381","5","9","1726.4","1922.64","39"
"1382","6","23","1730.58","1866.77","9"
"1383","7","16","1731.17","1756.02","1"
"1384","8","23","1732.21","1786.45","2"
"1385","9","16","1732.57","1754.42","3"
"1386","10","21","1733.21","1745.53","1"
"1387","11","23","1733.45","1806.27","3"
"1388","12","23","1733.73","1785.5","1"
"1389","13","11","1737.34","1759.85","3"
"1390","14","17","1737.72","1965.51","2"
"1391","15","17","1739.49","2355.99","19"
"1392","16","17","1739.92","1750.38","1"
"1393","17","17","1740.2","1750.65","1"
"1394","18","17","1741.44","1752.09","1"
"1395","19","23","1741.49","1851.87","5"
"1396","20","10","1742.36","1763.06","2"
"1397","21","23","1742.72","1781.28","2"
"1398","22","23","1742.87","1781.02","2"
"1399","23","23","1742.9","1806.06","2"
"1400","24","1","1743.81","1758.82","2"
"1401","25","23","1744.42","1796.19","1"
"1402","26","23","1744.47","1783.08","3"
"1403","27","1","1749.27","1761.38","1"
"1404","28","3","1750.38","1767.32","2"
"1405","29","7","1750.76","1762.16","1"
"1406","30","1","1750.81","1761.22","1"
"1407","31","9","1752.76","1779.87","5"
"1408","32","22","1753.19","1774.64","1"
"1409","1","10","1754.14","2284","32"
"1410","2","22","1755.97","1793.68","5"
"1411","3","19","1757.3","1772.57","1"
"1412","4","23","1757.62","2278.08","44"
"1413","5","9","1757.84","1821.59","12"
"1414","6","23","1759.65","1892.21","13"
"1415","7","23","1759.89","1856.23","10"
"1416","8","11","1761.9","1772.73","1"
"1417","9","19","1763.31","1781.27","1"
"1418","10","22","1765.78","1776.24","1"
"1419","11","9","1767.66","1819.66","9"
"1420","12","10","1771.53","1802.53","2"
"1421","13","10","1772.8","1801.78","4"
"1422","14","1","1775.51","1817.65","5"
"1423","15","1","1776.94","1801.44","3"
"1424","16","10","1778.03","1801.95","2"
"1425","17","11","1778.76","1797.6","3"
"1426","18","16","1779.51","1821.69","2"
"1427","19","10","1779.75","1847.87","8"
"1428","20","7","1781.67","1793.07","1"
"1429","21","9","1789.51","1812.13","9"
"1430","22","10","1790.51","1802.01","1"
"1431","23","10","1790.55","1802.7","1"
"1432","24","16","1791.96","1816.81","1"
"1433","25","18","1796.64","1810.44","2"
"1434","26","22","1797.01","1840.26","4"
"1435","27","18","1797.55","1807.99","1"
"1436","28","9","1798.3","1812.84","3"
"1437","29","9","1798.54","1823.27","2"
"1438","30","9","1799.24","1847.7","5"
"1439","31","9","1799.25","1812.14","3"
"1440","32","8","1799.41","1810.24","1"
"1441","1","9","1800.79","2273.42","28"
"1442","2","9","1800.84","2266.77","114"
"1443","3","9","1800.87","2266.06","103"
"1444","4","9","1800.89","1846.55","14"
"1445","5","16","1801.61","1811.83","1"
"1446","6","9","1801.83","1817.54","2"
"1447","7","9","1801.84","1846.83","5"
"1448","8","9","1801.88","1817.21","2"
"1449","9","9","1802","1813.05","1"
"1450","10","9","1802.16","1812.93","1"
